Date,Open,High,Low,Close,Adj Close,Volume
2019-10-30,38.259998,38.259998,37.419998,37.910000,37.055561,7393200
2019-10-31,37.619999,37.910000,36.860001,37.160000,36.322464,7652700
2019-11-01,37.209999,38.070000,37.209999,37.970001,37.114208,7925000
2019-11-04,38.349998,38.490002,38.220001,38.389999,37.524746,7782300
2019-11-05,38.610001,38.889999,38.209999,38.230000,37.368351,7317800
2019-11-06,38.369999,38.480000,37.759998,38.419998,37.554066,7280900
2019-11-07,38.599998,38.900002,38.459999,38.490002,37.622490,8070100
2019-11-08,38.419998,38.669998,37.820000,38.669998,37.798431,5913000
2019-11-11,38.599998,38.799999,38.380001,38.720001,37.847305,3907400
2019-11-12,38.740002,38.959999,38.360001,38.590000,37.720234,12687200
2019-11-13,38.400002,38.400002,37.090000,37.189999,36.351791,12447200
2019-11-14,37.099998,37.450001,36.689999,36.799999,35.970581,13019300
2019-11-15,37.000000,37.110001,36.730000,36.889999,36.058548,12358900
2019-11-18,36.680000,36.830002,36.389999,36.619999,35.794636,9766600
2019-11-19,36.669998,36.700001,36.009998,36.380001,35.560051,10534600
2019-11-20,36.209999,36.259998,35.180000,35.279999,34.484837,14056200
2019-11-21,35.529999,35.580002,34.590000,34.669998,33.888588,14379800
2019-11-22,35.270000,35.500000,34.930000,35.330002,34.533714,13566900
2019-11-25,35.450001,35.889999,35.349998,35.810001,35.002895,12208000
2019-11-26,35.700001,35.930000,35.509998,35.910000,35.100639,8245900
2019-11-27,36.009998,36.270000,35.849998,36.139999,35.325455,5838700
2019-11-29,36.049999,36.130001,35.849998,36.000000,35.188610,3927000
2019-12-02,36.009998,36.360001,35.840000,35.880001,35.071316,6782000
2019-12-03,35.470001,35.619999,34.959999,35.529999,34.729202,8211000
2019-12-04,35.740002,36.049999,35.680000,35.799999,34.993114,8962100
2019-12-05,35.599998,35.650002,35.220001,35.310001,34.884445,6892800
2019-12-06,35.639999,35.759998,35.450001,35.540001,35.111671,8404200
2019-12-09,35.450001,35.590000,35.349998,35.380001,34.953602,6922700
2019-12-10,35.349998,35.380001,34.959999,35.110001,34.686855,7594600
2019-12-11,35.130001,35.410000,35.099998,35.240002,34.815289,7754200
2019-12-12,35.340000,36.290001,35.240002,36.099998,35.664921,11352800
2019-12-13,36.160000,36.340000,35.610001,35.650002,35.220348,8276000
2019-12-16,35.820000,36.240002,35.650002,36.110001,35.674805,11233700
2019-12-17,36.200001,36.389999,36.110001,36.310001,35.872395,8869800
2019-12-18,36.340000,37.430000,36.330002,37.310001,36.860340,12651000
2019-12-19,37.310001,37.360001,36.840000,37.259998,36.810940,10774000
2019-12-20,37.540001,37.619999,37.189999,37.250000,36.801064,13976100
2019-12-23,37.389999,37.410000,36.630001,36.770000,36.326847,8754500
2019-12-24,36.730000,36.740002,36.500000,36.580002,36.139141,2924200
2019-12-26,36.590000,36.599998,36.330002,36.480000,36.040344,5439700
2019-12-27,36.560001,36.709999,36.430000,36.560001,36.119381,5753500
2019-12-30,36.500000,36.639999,36.200001,36.439999,36.000824,5353900
2019-12-31,36.369999,36.740002,36.320000,36.599998,36.158894,5160200
2020-01-02,37.000000,37.380001,36.549999,37.380001,36.929497,7454400
2020-01-03,36.730000,36.919998,36.110001,36.320000,35.882271,9173000
2020-01-06,35.950001,36.180000,35.799999,35.840000,35.408058,8408200
2020-01-07,35.750000,35.840000,34.740002,35.150002,34.726376,17556800
2020-01-08,35.040001,35.200001,34.410000,34.650002,34.232399,13229400
2020-01-09,34.990002,35.099998,34.529999,35.080002,34.657219,9610400
2020-01-10,35.150002,36.450001,34.509998,34.650002,34.232399,9644900
2020-01-13,34.689999,35.000000,34.490002,34.980000,34.558422,7465700
2020-01-14,35.000000,35.349998,34.959999,35.150002,34.726376,6827100
2020-01-15,35.000000,35.320000,34.889999,35.150002,34.726376,7173900
2020-01-16,35.209999,35.580002,35.150002,35.549999,35.121552,7280800
2020-01-17,35.570000,35.730000,35.410000,35.599998,35.170948,9871700
2020-01-21,35.360001,35.549999,34.959999,34.990002,34.568302,11550500
2020-01-22,35.130001,35.349998,34.860001,34.910000,34.489265,7358400
2020-01-23,34.770000,34.990002,34.009998,34.880001,34.459629,8595200
2020-01-24,34.900002,34.990002,34.009998,34.310001,33.896496,9386600
2020-01-27,33.630001,33.759998,33.169998,33.410000,33.007343,10359100
2020-01-28,33.570000,33.860001,33.340000,33.639999,33.234570,8871000
2020-01-29,33.799999,34.040001,33.590000,33.599998,33.195053,6977700
2020-01-30,33.400002,33.450001,32.970001,33.330002,32.928310,11533000
2020-01-31,33.250000,33.490002,33.139999,33.389999,32.987583,18631400
2020-02-03,33.560001,34.340000,33.520000,33.720001,33.313606,17937100
2020-02-04,34.349998,34.820000,34.200001,34.369999,33.955772,14346300
2020-02-05,34.900002,35.450001,34.189999,35.029999,34.607819,19050400
2020-02-06,35.049999,35.099998,34.250000,34.330002,33.916256,11866300
2020-02-07,34.080002,34.160000,33.419998,33.630001,33.224693,14437100
2020-02-10,33.990002,34.299999,33.669998,34.250000,33.837219,12260600
2020-02-11,34.340000,35.259998,34.070000,35.009998,34.588058,12718600
2020-02-12,35.330002,35.790001,35.130001,35.490002,35.062275,12076300
2020-02-13,35.209999,35.529999,35.160000,35.290001,34.864685,7578400
2020-02-14,35.299999,35.389999,34.419998,34.759998,34.341072,8946000
2020-02-18,34.250000,34.740002,33.959999,34.410000,33.995289,10531000
2020-02-19,34.529999,35.099998,34.520000,34.919998,34.499142,9079500
2020-02-20,34.660000,35.400002,34.590000,35.290001,34.864685,7817900
2020-02-21,34.990002,35.080002,34.410000,34.650002,34.232399,8431500
2020-02-24,33.639999,33.750000,32.790001,33.090000,32.691200,14743100
2020-02-25,33.250000,33.279999,31.400000,31.750000,31.367350,14621900
2020-02-26,32.099998,32.610001,31.889999,32.000000,31.614336,14421900
2020-02-27,31.299999,31.920000,30.549999,30.709999,30.339882,14934500
2020-02-28,29.780001,30.500000,29.330000,30.500000,30.132414,20832300
2020-03-02,30.520000,31.450001,29.740000,31.420000,31.041327,14994600
2020-03-03,31.500000,32.299999,30.260000,30.520000,30.152174,15816200
2020-03-04,31.000000,31.570000,30.360001,31.530001,31.150002,16227800
2020-03-05,30.540001,30.770000,30.010000,30.100000,30.100000,17921300
2020-03-06,29.209999,29.540001,28.450001,28.690001,28.690001,20009500
2020-03-09,26.000000,26.120001,24.150000,24.690001,24.690001,28350600
2020-03-10,25.980000,27.139999,24.590000,27.120001,27.120001,18287700
2020-03-11,26.000000,26.620001,25.760000,26.000000,26.000000,21309700
2020-03-12,23.600000,24.350000,22.500000,23.040001,23.040001,20344500
2020-03-13,24.600000,25.330000,22.900000,24.709999,24.709999,17909800
2020-03-16,21.510000,22.410000,21.000000,21.000000,21.000000,18056800
2020-03-17,21.309999,21.580000,19.500000,20.320000,20.320000,23544400
2020-03-18,18.830000,19.049999,14.330000,16.799999,16.799999,39591100
2020-03-19,16.340000,18.990000,15.000000,17.709999,17.709999,34361800
2020-03-20,18.420000,18.959999,17.680000,18.139999,18.139999,35702000
2020-03-23,18.010000,18.559999,17.230000,17.600000,17.600000,25419700
2020-03-24,19.320000,21.670000,18.600000,21.110001,21.110001,24082900
2020-03-25,23.000000,23.150000,21.000000,21.490000,21.490000,27617200
2020-03-26,21.639999,22.969999,21.059999,22.559999,22.559999,16959000
2020-03-27,21.370001,21.959999,20.740000,21.379999,21.379999,18349700
2020-03-30,22.309999,22.480000,20.629999,21.320000,21.320000,18477800
2020-03-31,20.969999,22.209999,20.549999,20.780001,20.780001,20303000
2020-04-01,19.500000,20.170000,18.990000,19.260000,19.260000,17467100
2020-04-02,19.100000,19.690001,17.790001,18.190001,18.190001,17920600
2020-04-03,18.400000,18.780001,17.850000,18.040001,18.040001,13835500
2020-04-06,19.100000,19.760000,18.549999,19.549999,19.549999,22442100
2020-04-07,21.270000,22.209999,20.709999,21.299999,21.299999,30405600
2020-04-08,21.740000,23.600000,21.469999,23.129999,23.129999,23774400
2020-04-09,24.160000,24.990000,23.580000,24.059999,24.059999,22490500
2020-04-13,24.040001,24.100000,22.719999,23.010000,23.010000,14802600
2020-04-14,23.600000,23.770000,22.670000,22.980000,22.980000,12654700
2020-04-15,21.920000,22.270000,21.469999,21.660000,21.660000,12760900
2020-04-16,21.639999,21.650000,20.559999,20.870001,20.870001,11501700
2020-04-17,21.920000,22.540001,21.830000,22.480000,22.480000,17166300
2020-04-20,21.719999,22.639999,21.440001,22.379999,22.379999,15912400
2020-04-21,21.270000,21.889999,20.980000,21.240000,21.240000,13507300
2020-04-22,21.650000,21.780001,21.070000,21.299999,21.299999,9553600
2020-04-23,21.549999,22.059999,21.450001,21.520000,21.520000,10673000
2020-04-24,21.709999,22.240000,21.540001,21.950001,21.950001,11991400
2020-04-27,21.520000,22.570000,21.139999,22.450001,22.450001,20240600
2020-04-28,23.180000,23.400000,22.100000,22.180000,22.180000,22085500
2020-04-29,22.750000,24.570000,22.680000,23.780001,23.780001,23541000
2020-04-30,23.440001,23.440001,22.250000,22.290001,22.290001,15256700
2020-05-01,21.650000,21.760000,20.799999,20.900000,20.900000,17874500
2020-05-04,20.450001,20.879999,20.120001,20.750000,20.750000,16188800
2020-05-05,21.250000,21.969999,21.120001,21.260000,21.260000,17802300
2020-05-06,23.049999,23.650000,21.830000,21.889999,21.889999,34430500
2020-05-07,22.180000,22.980000,22.030001,22.440001,22.440001,16977100
2020-05-08,23.070000,24.000000,23.049999,23.930000,23.930000,16562300
2020-05-11,23.250000,23.389999,22.590000,22.799999,22.799999,16740200
2020-05-12,22.990000,23.270000,22.549999,22.559999,22.559999,12182900
2020-05-13,22.440001,22.450001,21.129999,21.459999,21.459999,16832600
2020-05-14,20.660000,22.340000,20.490000,22.309999,22.309999,15629100
2020-05-15,21.969999,22.680000,21.830000,22.629999,22.629999,14221300
2020-05-18,24.000000,25.209999,24.000000,24.809999,24.809999,23289200
2020-05-19,24.750000,25.700001,24.290001,24.690001,24.690001,18484600
2020-05-20,25.309999,25.889999,25.219999,25.480000,25.480000,14056800
2020-05-21,25.290001,26.020000,25.209999,25.799999,25.799999,14320700
2020-05-22,25.990000,26.230000,25.219999,25.980000,25.980000,14317400
2020-05-26,27.820000,27.889999,27.250000,27.400000,27.400000,18870500
2020-05-27,28.530001,28.830000,26.910000,27.790001,27.790001,15030700
2020-05-28,27.860001,27.940001,26.600000,26.680000,26.680000,11641000
2020-05-29,26.350000,26.570000,25.690001,25.879999,25.879999,22223500
2020-06-01,25.990000,27.219999,25.910000,26.940001,26.940001,10452800
2020-06-02,27.320000,27.620001,26.950001,27.410000,27.410000,10953800
2020-06-03,28.420000,29.129999,28.250000,29.070000,29.070000,16860900
2020-06-04,28.860001,29.440001,28.520000,29.160000,29.160000,16328800
2020-06-05,31.000000,31.150000,29.809999,30.610001,30.610001,29418600
2020-06-08,31.219999,31.660000,30.600000,30.680000,30.680000,15234200
2020-06-09,29.400000,30.219999,28.709999,29.860001,29.860001,16945500
2020-06-10,29.799999,29.840000,28.420000,28.750000,28.750000,15648000
2020-06-11,26.620001,27.799999,26.290001,26.500000,26.500000,19121900
2020-06-12,28.719999,28.959999,27.070000,27.959999,27.959999,21577300
2020-06-15,26.610001,28.100000,26.570000,27.770000,27.770000,15321200
2020-06-16,29.110001,29.180000,27.480000,27.780001,27.780001,17466100
2020-06-17,27.780001,28.049999,27.129999,27.160000,27.160000,11115100
2020-06-18,26.900000,27.549999,26.709999,27.090000,27.090000,11086400
2020-06-19,27.740000,27.830000,26.330000,26.590000,26.590000,27880400
2020-06-22,26.600000,26.639999,25.850000,26.370001,26.370001,13079500
2020-06-23,26.750000,26.850000,26.230000,26.250000,26.250000,12455400
2020-06-24,25.850000,25.980000,25.010000,25.280001,25.280001,14887800
2020-06-25,25.000000,25.290001,24.540001,25.230000,25.230000,14328300
2020-06-26,25.000000,25.110001,24.250000,24.459999,24.459999,16476800
2020-06-29,24.709999,25.350000,24.480000,25.299999,25.299999,10011700
2020-06-30,25.090000,25.600000,24.740000,25.299999,25.299999,14322000
2020-07-01,25.299999,25.940001,24.930000,24.959999,24.959999,11963000
2020-07-02,25.620001,25.850000,25.080000,25.240000,25.240000,22202300
2020-07-06,25.959999,26.040001,25.430000,25.730000,25.730000,9172100
2020-07-07,25.590000,25.629999,25.059999,25.129999,25.129999,11950500
2020-07-08,25.190001,25.260000,24.670000,24.940001,24.940001,11111600
2020-07-09,24.760000,24.830000,23.330000,23.420000,23.420000,17778200
2020-07-10,23.549999,24.400000,23.330000,24.389999,24.389999,15660000
2020-07-13,24.650000,25.190001,24.370001,24.860001,24.860001,14766800
2020-07-14,24.799999,25.850000,24.670000,25.639999,25.639999,16477100
2020-07-15,26.320000,27.030001,26.129999,26.879999,26.879999,14893700
2020-07-16,26.350000,27.190001,26.260000,26.850000,26.850000,9736400
2020-07-17,26.990000,27.000000,26.250000,26.450001,26.450001,8116100
2020-07-20,26.209999,26.540001,25.770000,26.010000,26.010000,8663500
2020-07-21,26.170000,26.480000,25.969999,26.150000,26.150000,9740100
2020-07-22,25.870001,26.500000,25.799999,26.299999,26.299999,10702600
2020-07-23,26.440001,27.330000,26.330000,26.760000,26.760000,13653500
2020-07-24,26.600000,26.879999,26.110001,26.250000,26.250000,8584800
2020-07-27,25.879999,25.920000,25.309999,25.700001,25.700001,16598100
2020-07-28,25.780001,26.750000,25.690001,26.330000,26.330000,12854300
2020-07-29,27.040001,27.049999,24.930000,25.889999,25.889999,28792100
2020-07-30,25.129999,25.459999,25.020000,25.200001,25.200001,16012000
2020-07-31,25.120001,25.150000,24.440001,24.889999,24.889999,17789000
2020-08-03,25.059999,25.770000,24.820000,25.639999,25.639999,10441200
2020-08-04,25.870001,26.030001,25.510000,25.799999,25.799999,15728800
2020-08-05,26.200001,26.350000,25.879999,26.330000,26.330000,9252700
2020-08-06,26.170000,27.190001,26.150000,26.620001,26.620001,14171800
2020-08-07,26.480000,26.809999,26.170000,26.719999,26.719999,8036100
2020-08-10,26.910000,28.059999,26.860001,27.980000,27.980000,10853600
2020-08-11,28.469999,29.350000,28.440001,28.520000,28.520000,17260200
2020-08-12,28.990000,29.750000,27.780001,28.030001,28.030001,10062400
2020-08-13,27.730000,28.219999,27.500000,27.549999,27.549999,7586100
2020-08-14,27.290001,28.129999,27.150000,27.860001,27.860001,8587700
2020-08-17,28.600000,30.780001,28.430000,30.010000,30.010000,33796800
